Name,Riskiness R
Alternatives ETF List (35),[0.03506543]
Broad Asia ETF List (44),[0.38784066]
Commodity ETF List (125),[0.15991409]
Consumer Discretionary Equity ETF List (31),[0.07836817]
Consumer Staples Equity ETF List (26),[0.0627514]
Crude Oil ETF List (22),[0.17023738]
Currency ETF List (36),[0.06431416]
Developed Asia Pacific ETF List (108),[0.12323263]
Developed Markets ETF List 1 (100),[0.08021908]
Developed Markets ETF List 2 (100),[0.140134]
Developed Markets ETF List 3 (93),[0.3585847]
Emerging Asia Pacific ETF List (114),[0.14847553]
Emerging Markets ETF List (79),[1.21759828]
Energy Equity ETF List (80),[0.23279571]
Financials Equity ETF List (51),[0.0585316]
Global ETF List (72),[0.11344129]
Gold ETF List (17),[1.40372232]
Healthcare Equity ETF List (49),[0.07415822]
Industrials Equity ETF List (37),[0.10462512]
Investment Grade Corporate ETF List (50),[0.00455004]
Junk ETF List (43),[0.02346441]
Materials Equity ETF List (62),[0.13926078]
Municipal Bond ETF List (29),[0.01474359]
Preferred Stock ETF List (12),[0.02768124]
Real Estate ETF List (48),[0.10221058]
Target Maturity Date Corporate Bond ETF List (24),[0.01055113]
Technology Equity ETF List (75),[0.08022725]
Telecom Equity ETF List (10),[0.10405817]
Total Bond Market ETF List (82),[0.00209062]
Treasuries ETF List (51),[0.01460948]
Utilities Equity ETF List (24),[0.08005803]
Volatility ETF List (18),[1.06233358e+12]
